"","lat","lon","IFd","GIn","HIn","IFr","Crn","Pln","Frg","Nct","Grn"
"10768",46.5,-74.5,31,54,38,21,28,14,1,1,17
"10767",46.5,-75.5,31,55,38,20,28,14,1,1,18
"10766",46.5,-76.5,29,56,37,20,29,14,1,1,18
"10765",46.5,-77.5,29,59,37,21,29,14,1,1,17
"10764",46.5,-78.5,30,61,36,22,30,14,1,1,16
"10763",46.5,-79.5,30,60,37,22,30,15,1,1,17
"10762",46.5,-80.5,30,62,38,22,31,15,1,1,18
"10761",46.5,-81.5,32,63,39,23,31,14,1,1,19
"10760",46.5,-82.5,33,63,39,23,31,14,1,1,19
"10759",46.5,-83.5,33,63,43,24,31,16,1,1,19
"10758",46.5,-84.5,33,70,44,27,31,16,1,1,20
"10757",46.5,-85.5,31,66,44,27,29,14,1,1,21
"10756",46.5,-86.5,32,67,43,27,28,15,1,1,21
"10755",46.5,-87.5,32,66,43,26,28,14,1,1,21
"10754",46.5,-88.5,32,67,42,25,29,13,1,1,21
"10745",46.5,-97.5,34,62,46,28,27,18,1,1,30
"10743",46.5,-99.5,34,53,43,25,29,18,1,1,30
"10790",46.5,0.5,44,57,35,24,20,12,0,1,14
"10791",46.5,1.5,45,58,35,24,22,13,0,1,15
"10800",46.5,10.5,48,51,31,20,21,21,0,1,13
"10890",46.5,100.5,25,50,34,11,21,26,0,0,20
"10891",46.5,101.5,24,51,35,10,21,24,0,0,18
"10892",46.5,102.5,23,51,32,9,21,24,0,0,18
"10801",46.5,11.5,48,57,35,21,23,22,0,1,13
"10906",46.5,116.5,27,43,22,12,21,13,0,0,14
"10907",46.5,117.5,30,47,27,13,23,17,0,0,16
"10908",46.5,118.5,32,48,27,14,22,19,0,0,17
"10909",46.5,119.5,32,50,31,13,23,20,0,0,19
"10802",46.5,12.5,47,58,35,19,25,20,0,1,13
"10913",46.5,123.5,40,60,35,17,25,19,1,0,20
"10914",46.5,124.5,41,61,31,17,27,18,1,0,21
"10803",46.5,13.5,49,60,37,23,26,19,0,1,14
"10926",46.5,136.5,50,67,38,17,27,18,1,0,16
"10927",46.5,137.5,48,64,37,18,27,17,1,0,15
"10804",46.5,14.5,51,61,38,23,26,18,0,1,16
"10805",46.5,15.5,52,57,35,24,24,18,0,1,15
"10806",46.5,16.5,56,61,37,25,24,16,0,1,13
"10807",46.5,17.5,54,62,37,26,27,16,0,1,13
"10808",46.5,18.5,53,66,39,27,30,16,0,1,13
"10809",46.5,19.5,52,59,40,27,30,15,0,1,12
"10792",46.5,2.5,45,61,35,23,23,16,0,1,15
"10810",46.5,20.5,49,64,40,25,29,15,0,1,12
"10811",46.5,21.5,50,61,38,25,28,17,0,1,13
"10812",46.5,22.5,52,61,38,24,26,18,0,1,12
"10813",46.5,23.5,54,65,39,26,29,17,0,1,15
"10814",46.5,24.5,51,68,41,26,31,20,0,1,14
"10815",46.5,25.5,49,63,39,26,30,18,0,1,14
"10816",46.5,26.5,47,63,38,26,29,18,0,1,14
"10817",46.5,27.5,44,62,39,24,29,14,0,1,12
"10818",46.5,28.5,47,73,47,25,30,12,0,1,13
"10819",46.5,29.5,46,75,48,26,31,13,0,1,15
"10793",46.5,3.5,45,64,34,24,22,14,0,1,15
"10820",46.5,30.5,45,73,49,26,32,15,0,0,14
"10822",46.5,32.5,41,67,51,22,29,18,0,0,13
"10823",46.5,33.5,40,63,52,24,28,21,0,0,13
"10824",46.5,34.5,36,61,51,21,28,17,0,0,13
"10825",46.5,35.5,36,62,48,22,27,14,0,0,13
"10828",46.5,38.5,37,58,46,22,29,14,0,0,13
"10829",46.5,39.5,37,57,46,24,29,15,0,0,14
"10794",46.5,4.5,43,63,33,24,21,12,0,1,15
"10830",46.5,40.5,34,59,47,23,28,15,0,0,13
"10831",46.5,41.5,36,56,47,23,29,18,0,0,13
"10832",46.5,42.5,32,55,46,23,30,17,0,0,13
"10833",46.5,43.5,29,51,47,24,30,16,0,0,13
"10834",46.5,44.5,27,49,46,22,30,16,0,0,13
"10835",46.5,45.5,26,51,46,20,28,16,0,0,13
"10836",46.5,46.5,30,55,46,19,29,17,0,0,12
"10837",46.5,47.5,32,60,45,19,29,15,0,0,14
"10838",46.5,48.5,31,60,47,20,29,17,0,0,16
"10839",46.5,49.5,31,58,46,20,28,15,0,0,15
"10795",46.5,5.5,51,62,38,23,23,14,0,1,16
"10796",46.5,6.5,52,62,38,23,25,18,0,1,16
"10797",46.5,7.5,48,60,34,22,25,19,0,1,13
"10864",46.5,74.5,26,47,44,16,24,18,0,0,18
"10865",46.5,75.5,29,49,46,14,24,19,0,0,19
"10866",46.5,76.5,30,52,47,14,25,18,0,0,16
"10867",46.5,77.5,30,54,48,14,26,19,0,0,16
"10868",46.5,78.5,31,55,50,14,26,23,0,0,18
"10798",46.5,8.5,45,49,32,19,20,20,0,1,9
"10799",46.5,9.5,47,48,31,20,20,19,0,1,13
"10884",46.5,94.5,25,50,40,14,24,24,0,0,21
"10885",46.5,95.5,23,50,38,13,23,25,0,0,19
"10886",46.5,96.5,25,49,36,13,21,27,0,0,20
"10889",46.5,99.5,24,53,35,12,24,26,0,0,20
"10589",47.5,-0.5,43,60,37,26,19,12,0,1,14
"10588",47.5,-1.5,44,76,35,27,19,13,0,1,13
"10540",47.5,-100.5,34,56,43,24,28,20,1,0,30
"10539",47.5,-101.5,33,57,41,24,27,22,1,0,31
"10529",47.5,-111.5,41,52,48,24,31,29,1,1,25
"10527",47.5,-113.5,43,57,46,23,33,29,1,1,21
"10526",47.5,-114.5,42,50,45,25,34,27,1,2,21
"10525",47.5,-115.5,41,44,44,25,34,25,1,2,19
"10524",47.5,-116.5,39,49,48,24,36,25,1,2,20
"10517",47.5,-123.5,44,43,41,22,25,21,1,2,15
"10575",47.5,-65.5,26,54,35,23,23,13,1,1,17
"10573",47.5,-67.5,27,54,34,23,25,13,1,1,15
"10572",47.5,-68.5,27,55,35,22,25,13,1,1,17
"10571",47.5,-69.5,27,58,35,23,26,14,1,1,18
"10570",47.5,-70.5,26,54,36,24,27,12,1,1,18
"10569",47.5,-71.5,26,51,37,19,27,12,1,1,17
"10568",47.5,-72.5,24,51,38,19,27,11,1,1,16
"10563",47.5,-77.5,24,56,35,18,27,11,1,1,15
"10562",47.5,-78.5,24,55,36,19,28,13,1,1,15
"10561",47.5,-79.5,24,56,36,19,27,15,1,1,16
"10560",47.5,-80.5,25,55,37,19,27,15,1,1,17
"10559",47.5,-81.5,26,54,37,19,28,13,1,1,17
"10558",47.5,-82.5,27,54,38,21,29,13,1,1,19
"10557",47.5,-83.5,28,58,38,24,30,15,1,1,19
"10556",47.5,-84.5,28,58,38,23,30,17,1,1,19
"10543",47.5,-97.5,34,61,46,27,27,19,1,1,29
"10542",47.5,-98.5,34,58,44,26,27,18,1,1,29
"10590",47.5,0.5,44,60,37,26,20,11,0,1,14
"10591",47.5,1.5,44,62,37,25,21,12,0,1,14
"10600",47.5,10.5,46,60,37,24,22,18,0,1,13
"10690",47.5,100.5,27,58,41,12,23,28,0,0,21
"10691",47.5,101.5,28,59,40,13,24,26,0,0,21
"10692",47.5,102.5,27,58,37,11,23,24,0,0,17
"10694",47.5,104.5,27,55,34,11,25,23,0,0,17
"10695",47.5,105.5,28,51,34,11,26,25,0,0,16
"10696",47.5,106.5,27,47,34,12,27,27,0,0,15
"10697",47.5,107.5,27,49,32,13,27,26,0,0,15
"10601",47.5,11.5,46,55,35,23,22,22,0,1,15
"10701",47.5,111.5,27,47,29,11,24,13,0,0,13
"10702",47.5,112.5,27,49,28,11,23,13,0,0,13
"10703",47.5,113.5,27,50,29,12,24,12,0,0,13
"10708",47.5,118.5,33,56,32,13,24,20,0,0,16
"10709",47.5,119.5,36,56,31,14,27,23,0,0,20
"10602",47.5,12.5,44,50,30,21,20,20,0,1,10
"10713",47.5,123.5,37,65,34,17,29,20,1,0,21
"10714",47.5,124.5,40,65,33,17,28,18,1,0,22
"10603",47.5,13.5,41,50,31,23,21,21,0,1,11
"10721",47.5,131.5,52,81,41,16,31,19,2,0,19
"10724",47.5,134.5,51,73,40,17,32,20,2,0,19
"10726",47.5,136.5,48,71,40,17,29,18,1,0,17
"10727",47.5,137.5,46,65,37,15,30,19,1,0,16
"10728",47.5,138.5,44,61,34,18,26,18,1,0,16
"10604",47.5,14.5,43,51,35,22,23,20,0,1,12
"10605",47.5,15.5,46,51,38,23,24,17,0,1,14
"10606",47.5,16.5,53,60,40,27,27,18,0,1,13
"10607",47.5,17.5,51,63,40,26,28,17,0,1,13
"10608",47.5,18.5,55,65,42,27,28,15,0,1,14
"10609",47.5,19.5,55,61,40,27,29,15,0,1,15
"10592",47.5,2.5,45,59,39,25,22,13,0,1,14
"10610",47.5,20.5,50,66,41,24,28,17,0,1,15
"10611",47.5,21.5,49,63,42,24,28,16,0,1,13
"10612",47.5,22.5,52,61,39,26,27,18,0,1,12
"10613",47.5,23.5,46,52,36,25,27,16,0,1,13
"10614",47.5,24.5,46,59,35,26,29,20,0,1,15
"10615",47.5,25.5,43,54,34,26,31,19,0,1,14
"10616",47.5,26.5,43,59,35,26,29,14,0,1,14
"10617",47.5,27.5,44,73,43,26,31,15,0,1,12
"10618",47.5,28.5,44,71,45,25,30,12,0,1,13
"10593",47.5,3.5,41,62,34,24,23,12,0,1,14
"10620",47.5,30.5,44,69,46,26,31,15,0,1,13
"10621",47.5,31.5,44,69,44,25,29,13,0,1,13
"10624",47.5,34.5,39,64,48,25,27,17,0,0,12
"10625",47.5,35.5,35,61,49,25,27,15,0,0,12
"10626",47.5,36.5,34,58,48,24,28,14,0,0,13
"10627",47.5,37.5,34,57,46,23,28,14,0,0,14
"10628",47.5,38.5,35,59,47,23,29,14,0,0,14
"10629",47.5,39.5,37,68,51,26,29,17,0,0,13
"10594",47.5,4.5,40,53,34,23,23,11,0,1,14
"10630",47.5,40.5,36,68,52,25,29,16,0,0,13
"10631",47.5,41.5,34,66,49,25,30,18,0,0,13
"10632",47.5,42.5,33,62,50,24,30,17,0,0,14
"10634",47.5,44.5,27,52,47,21,29,14,0,0,14
"10635",47.5,45.5,29,55,46,20,28,15,0,0,13
"10636",47.5,46.5,29,57,46,20,28,14,0,0,12
"10595",47.5,5.5,47,54,31,23,21,12,0,1,14
"10596",47.5,6.5,47,59,36,24,22,14,0,1,15
"10597",47.5,7.5,48,62,37,25,22,16,0,1,15
"10598",47.5,8.5,44,59,36,23,21,18,0,1,14
"10679",47.5,89.5,30,64,58,16,30,33,0,0,24
"10599",47.5,9.5,46,64,37,24,24,20,0,1,14
"10680",47.5,90.5,31,62,55,15,29,31,0,0,21
"10681",47.5,91.5,30,61,50,17,28,27,0,0,22
"10682",47.5,92.5,31,65,45,17,27,29,0,0,20
"10683",47.5,93.5,28,63,42,16,25,29,0,0,22
"10687",47.5,97.5,30,59,42,14,23,29,0,0,25
"10688",47.5,98.5,29,58,41,13,22,27,0,0,24
"10689",47.5,99.5,28,58,40,13,22,26,0,0,22
"10512",48.5,-0.5,39,53,33,27,17,11,0,1,14
"10511",48.5,-1.5,39,65,31,28,18,13,0,1,13
"10463",48.5,-100.5,36,60,44,25,28,19,1,0,29
"10462",48.5,-101.5,36,58,43,24,27,18,1,0,31
"10461",48.5,-102.5,37,56,42,27,26,19,1,0,31
"10460",48.5,-103.5,35,54,41,26,25,19,1,0,29
"10459",48.5,-104.5,33,54,38,25,26,19,1,0,29
"10456",48.5,-107.5,32,46,40,25,27,22,1,0,26
"10455",48.5,-108.5,34,47,39,26,28,23,1,0,25
"10454",48.5,-109.5,35,50,37,24,28,23,1,0,25
"10453",48.5,-110.5,38,52,40,25,28,23,1,0,25
"10450",48.5,-113.5,44,57,45,24,33,30,1,1,24
"10449",48.5,-114.5,42,52,44,24,34,28,1,1,21
"10447",48.5,-116.5,42,48,49,24,34,26,1,2,19
"10442",48.5,-121.5,45,52,46,24,34,29,1,2,20
"10440",48.5,-123.5,42,49,37,23,26,20,1,1,11
"10510",48.5,-2.5,36,62,33,30,17,10,0,1,13
"10509",48.5,-3.5,34,54,27,27,17,12,0,1,13
"10508",48.5,-4.5,33,65,35,29,17,11,0,1,11
"10499",48.5,-64.5,23,58,37,23,25,13,1,1,14
"10498",48.5,-65.5,25,54,35,19,24,13,1,1,15
"10497",48.5,-66.5,25,53,34,20,24,13,1,1,15
"10496",48.5,-67.5,23,53,34,21,24,13,1,1,15
"10494",48.5,-69.5,26,55,36,24,26,12,1,1,16
"10493",48.5,-70.5,24,50,32,19,25,11,1,1,17
"10492",48.5,-71.5,23,48,32,17,26,11,1,1,16
"10491",48.5,-72.5,23,45,31,14,26,11,1,1,16
"10490",48.5,-73.5,23,44,31,13,25,11,1,1,14
"10486",48.5,-77.5,23,50,35,15,26,11,1,1,14
"10485",48.5,-78.5,23,52,35,16,26,13,1,0,15
"10484",48.5,-79.5,24,53,37,17,26,14,1,1,15
"10483",48.5,-80.5,24,53,37,18,26,13,1,1,16
"10482",48.5,-81.5,24,52,37,18,27,12,1,1,16
"10481",48.5,-82.5,24,53,36,18,27,12,1,1,16
"10480",48.5,-83.5,26,55,36,17,28,12,1,1,16
"10478",48.5,-85.5,25,55,37,21,29,14,1,1,17
"10477",48.5,-86.5,25,55,37,19,28,14,1,0,16
"10475",48.5,-88.5,25,60,39,19,29,13,1,1,16
"10474",48.5,-89.5,30,61,40,22,29,13,1,1,18
"10473",48.5,-90.5,30,59,38,23,30,13,1,1,19
"10472",48.5,-91.5,30,61,40,23,31,13,1,1,20
"10471",48.5,-92.5,30,60,44,23,32,13,1,1,20
"10469",48.5,-94.5,33,61,44,24,33,19,1,1,22
"10465",48.5,-98.5,35,60,44,27,26,19,1,1,27
"10464",48.5,-99.5,36,61,43,26,28,19,1,1,29
"10513",48.5,0.5,41,53,33,26,16,10,0,1,14
"10514",48.5,1.5,43,54,34,25,18,11,0,1,14
"11307",48.5,10.5,44,61,33,24,21,14,0,1,13
"11397",48.5,100.5,32,67,43,15,25,25,0,0,22
"11399",48.5,102.5,33,66,41,14,25,26,0,0,20
"11404",48.5,107.5,35,66,37,12,26,20,0,0,19
"11405",48.5,108.5,33,65,39,12,25,23,0,0,16
"11406",48.5,109.5,34,63,39,13,26,20,0,0,15
"11308",48.5,11.5,44,61,37,24,21,17,0,1,13
"11407",48.5,110.5,33,59,39,13,26,20,0,0,15
"11408",48.5,111.5,32,60,38,12,28,19,0,0,16
"11409",48.5,112.5,32,57,36,12,29,17,0,0,16
"11410",48.5,113.5,32,57,32,13,29,15,0,0,14
"11411",48.5,114.5,35,59,34,13,27,13,0,0,13
"11309",48.5,12.5,44,60,38,24,22,15,0,1,13
"11310",48.5,13.5,43,55,34,25,24,16,0,1,13
"11427",48.5,130.5,46,73,41,17,31,19,2,0,20
"11428",48.5,131.5,49,75,39,17,31,17,2,0,19
"11429",48.5,132.5,49,76,40,17,30,17,2,0,20
"11430",48.5,133.5,51,75,41,17,33,18,2,0,19
"11431",48.5,134.5,51,73,40,16,33,19,2,0,17
"11432",48.5,135.5,48,73,41,17,30,17,2,0,17
"11433",48.5,136.5,43,71,41,16,30,19,1,0,17
"11435",48.5,138.5,42,60,35,15,27,19,1,0,15
"11436",48.5,139.5,41,61,35,19,27,16,1,0,13
"11311",48.5,14.5,44,59,41,25,25,17,0,1,14
"11312",48.5,15.5,45,57,39,26,24,19,0,1,14
"11313",48.5,16.5,50,63,43,26,25,17,0,1,13
"11314",48.5,17.5,51,70,43,26,30,17,0,1,13
"11315",48.5,18.5,50,66,39,26,31,17,0,1,15
"11316",48.5,19.5,52,59,38,25,33,16,0,1,16
"10515",48.5,2.5,44,59,35,25,21,11,0,1,14
"11317",48.5,20.5,51,59,39,25,32,16,0,1,15
"11318",48.5,21.5,52,63,39,26,31,14,0,1,14
"11319",48.5,22.5,52,73,42,26,31,16,0,1,14
"11320",48.5,23.5,51,72,40,26,31,18,0,1,14
"11321",48.5,24.5,48,69,41,25,33,19,0,1,14
"11322",48.5,25.5,47,74,43,25,32,17,0,1,15
"11323",48.5,26.5,47,74,43,26,31,16,0,1,15
"11324",48.5,27.5,45,71,44,25,30,15,0,1,14
"11325",48.5,28.5,44,73,44,24,30,15,0,1,14
"11326",48.5,29.5,40,69,45,24,29,16,0,1,15
"11300",48.5,3.5,44,58,35,24,21,12,0,1,14
"11327",48.5,30.5,40,70,46,25,28,16,0,1,15
"11328",48.5,31.5,42,67,45,24,28,12,0,1,15
"11330",48.5,33.5,44,69,45,27,29,16,0,1,14
"11331",48.5,34.5,43,69,47,28,28,17,0,0,13
"11332",48.5,35.5,42,69,50,27,28,15,0,0,13
"11333",48.5,36.5,39,66,48,26,29,15,0,0,13
"11334",48.5,37.5,38,66,48,24,29,15,0,0,13
"11335",48.5,38.5,37,66,48,25,30,15,0,0,14
"11336",48.5,39.5,40,68,50,28,29,17,0,0,14
"11301",48.5,4.5,45,60,39,24,20,15,0,1,14
"11337",48.5,40.5,39,70,49,26,29,17,0,0,12
"11338",48.5,41.5,38,64,47,26,31,16,0,0,13
"11339",48.5,42.5,37,64,47,25,30,16,0,0,14
"11341",48.5,44.5,36,63,47,24,29,15,0,0,15
"11342",48.5,45.5,35,61,50,21,30,13,0,0,13
"11343",48.5,46.5,33,60,44,22,29,13,0,0,13
"11344",48.5,47.5,31,52,45,20,28,15,0,0,13
"11302",48.5,5.5,44,59,33,23,20,14,0,1,14
"11303",48.5,6.5,45,60,33,24,21,16,0,1,14
"11358",48.5,61.5,24,42,44,15,23,21,0,0,14
"11359",48.5,62.5,24,45,45,15,23,21,0,0,14
"11304",48.5,7.5,45,63,37,24,22,17,0,1,16
"11368",48.5,71.5,18,47,43,15,24,25,0,0,15
"11369",48.5,72.5,19,48,44,14,23,26,0,0,18
"11305",48.5,8.5,44,54,33,23,22,15,0,1,16
"11382",48.5,85.5,38,92,71,22,34,35,0,0,27
"11383",48.5,86.5,40,89,68,22,36,38,0,0,28
"11384",48.5,87.5,38,77,65,22,35,34,0,0,26
"11385",48.5,88.5,41,71,62,22,31,34,0,0,26
"11386",48.5,89.5,38,72,56,18,30,33,0,0,24
"11306",48.5,9.5,43,56,33,24,22,13,0,1,12
"11387",48.5,90.5,37,74,51,20,28,30,0,0,25
"11388",48.5,91.5,36,72,49,20,30,29,0,0,23
"11389",48.5,92.5,35,72,48,18,27,29,0,0,22
"11390",48.5,93.5,35,75,44,18,26,29,0,0,22
"11394",48.5,97.5,38,68,46,16,27,31,0,0,23
"11395",48.5,98.5,35,67,44,15,27,30,0,0,23
"11396",48.5,99.5,34,65,45,15,26,28,0,0,22
"11153",49.5,-1.5,37,62,32,30,17,10,0,1,12
"11105",49.5,-100.5,36,62,45,27,28,20,1,1,29
"11098",49.5,-107.5,32,47,37,25,25,20,1,1,25
"11097",49.5,-108.5,32,46,37,25,27,22,1,0,25
"11095",49.5,-110.5,33,47,37,25,27,23,1,0,25
"11094",49.5,-111.5,32,43,38,25,27,18,1,0,25
"11092",49.5,-113.5,39,47,43,23,33,29,1,1,25
"11091",49.5,-114.5,38,45,41,19,34,27,1,1,22
"11090",49.5,-115.5,42,49,40,22,33,26,1,1,20
"11089",49.5,-116.5,43,47,44,23,33,25,1,2,20
"11088",49.5,-117.5,42,51,48,23,35,27,1,3,20
"11087",49.5,-118.5,42,53,48,24,35,29,1,3,20
"11086",49.5,-119.5,43,52,46,24,35,28,1,3,22
"11085",49.5,-120.5,45,53,47,23,36,31,1,2,23
"11084",49.5,-121.5,47,54,45,24,36,30,1,3,22
"11083",49.5,-122.5,45,51,45,24,33,27,1,2,19
"11082",49.5,-123.5,41,51,36,27,28,25,1,2,14
"11080",49.5,-125.5,26,36,21,16,17,8,1,0,10
"11079",49.5,-126.5,25,39,20,21,16,8,1,0,10
"11138",49.5,-67.5,22,50,33,21,25,14,1,1,14
"11137",49.5,-68.5,21,43,31,19,25,15,1,1,14
"11132",49.5,-73.5,19,42,26,12,23,14,1,0,14
"11125",49.5,-80.5,22,48,32,15,26,16,1,0,15
"11124",49.5,-81.5,22,49,32,16,26,14,1,0,15
"11123",49.5,-82.5,24,50,33,16,27,13,1,0,15
"11122",49.5,-83.5,24,52,35,15,27,12,1,0,15
"11121",49.5,-84.5,24,53,35,16,27,12,1,0,15
"11120",49.5,-85.5,25,54,36,16,27,13,1,0,15
"11119",49.5,-86.5,25,54,36,17,28,13,1,0,15
"11117",49.5,-88.5,25,55,36,18,29,14,1,0,15
"11116",49.5,-89.5,25,53,35,17,29,14,1,0,17
"11115",49.5,-90.5,25,54,36,20,29,14,1,1,18
"11114",49.5,-91.5,29,55,36,21,29,13,1,1,19
"11113",49.5,-92.5,29,55,39,21,29,13,1,1,19
"11112",49.5,-93.5,29,57,42,21,30,14,1,1,21
"11111",49.5,-94.5,32,57,43,21,30,15,1,1,20
"11110",49.5,-95.5,34,61,48,24,32,18,1,1,22
"11109",49.5,-96.5,36,62,51,23,33,19,1,1,24
"11108",49.5,-97.5,35,63,48,26,31,20,1,1,26
"11107",49.5,-98.5,36,64,46,26,28,20,1,1,27
"11106",49.5,-99.5,36,62,45,26,27,19,1,1,27
"11155",49.5,0.5,40,54,31,29,18,11,0,1,14
"11156",49.5,1.5,38,54,34,28,18,12,0,1,14
"11165",49.5,10.5,43,65,34,24,21,13,0,1,14
"11257",49.5,102.5,37,79,46,16,29,27,0,0,21
"11262",49.5,107.5,40,75,41,12,32,22,0,0,22
"11263",49.5,108.5,41,78,44,14,31,24,1,0,21
"11264",49.5,109.5,40,76,45,14,31,24,1,0,19
"11166",49.5,11.5,43,61,36,24,23,15,0,1,14
"11265",49.5,110.5,40,77,44,14,33,25,1,0,19
"11266",49.5,111.5,38,77,44,13,33,28,1,0,19
"11267",49.5,112.5,37,72,45,13,33,29,1,0,18
"11268",49.5,113.5,35,66,41,15,31,23,0,0,18
"11269",49.5,114.5,35,65,37,14,31,21,0,0,17
"11270",49.5,115.5,36,65,36,15,30,20,0,0,18
"11167",49.5,12.5,41,59,36,25,24,15,0,1,14
"11282",49.5,127.5,42,70,36,17,29,19,1,0,20
"11283",49.5,128.5,43,73,42,17,30,19,2,0,20
"11284",49.5,129.5,44,72,41,18,30,19,2,0,19
"11168",49.5,13.5,40,64,39,25,27,15,0,1,14
"11285",49.5,130.5,43,73,42,18,30,17,2,0,18
"11286",49.5,131.5,43,73,42,17,29,18,2,0,19
"11287",49.5,132.5,45,71,42,17,28,18,2,0,18
"11288",49.5,133.5,46,69,42,16,28,18,2,0,18
"11290",49.5,135.5,44,71,40,15,29,18,1,0,16
"11291",49.5,136.5,43,69,41,14,30,20,1,0,15
"11292",49.5,137.5,45,67,40,15,30,20,1,0,14
"11293",49.5,138.5,42,61,37,15,28,19,1,0,13
"11294",49.5,139.5,41,58,36,16,27,19,1,0,13
"11169",49.5,14.5,42,65,38,24,26,14,0,1,14
"11295",49.5,140.5,41,60,37,21,25,17,1,0,12
"11170",49.5,15.5,42,58,40,24,24,13,0,1,14
"11171",49.5,16.5,43,60,39,25,24,16,0,1,14
"11172",49.5,17.5,44,63,41,26,28,14,0,1,14
"11173",49.5,18.5,47,67,43,26,31,16,0,1,16
"11174",49.5,19.5,47,65,40,27,29,20,0,1,15
"11157",49.5,2.5,41,53,33,27,19,10,0,1,14
"11175",49.5,20.5,49,60,39,27,29,21,0,1,15
"11176",49.5,21.5,50,62,38,26,29,19,0,1,15
"11177",49.5,22.5,49,66,37,26,30,19,0,1,15
"11178",49.5,23.5,51,71,43,25,31,19,0,1,15
"11179",49.5,24.5,47,75,44,25,30,17,0,1,16
"11180",49.5,25.5,46,71,45,25,30,17,0,1,15
"11181",49.5,26.5,44,69,43,25,30,16,0,1,14
"11182",49.5,27.5,43,69,43,25,30,16,0,1,14
"11183",49.5,28.5,40,71,43,25,29,15,0,1,14
"11184",49.5,29.5,40,67,44,25,29,16,0,1,14
"11158",49.5,3.5,40,57,33,24,20,11,0,1,14
"11185",49.5,30.5,41,69,46,26,28,15,0,1,14
"11186",49.5,31.5,41,72,46,28,29,14,0,1,14
"11187",49.5,32.5,42,76,48,27,29,16,0,1,14
"11188",49.5,33.5,41,75,48,27,28,16,0,1,15
"11189",49.5,34.5,40,69,48,26,28,16,0,1,14
"11190",49.5,35.5,40,68,50,25,28,15,0,0,13
"11191",49.5,36.5,40,70,51,26,29,14,0,0,13
"11192",49.5,37.5,40,72,51,26,31,15,0,0,13
"11193",49.5,38.5,41,70,49,26,32,16,0,0,13
"11194",49.5,39.5,39,70,49,28,32,18,0,0,12
"11159",49.5,4.5,43,58,35,23,21,11,0,1,13
"11195",49.5,40.5,39,68,49,26,31,17,0,0,13
"11196",49.5,41.5,39,68,46,26,31,16,0,0,13
"11197",49.5,42.5,38,65,49,26,30,18,0,0,13
"11199",49.5,44.5,39,63,48,24,30,14,0,0,13
"11201",49.5,46.5,36,57,45,22,31,15,0,0,13
"11160",49.5,5.5,43,59,36,23,21,13,0,1,13
"11161",49.5,6.5,41,60,34,24,22,10,0,1,13
"11217",49.5,62.5,22,41,44,15,24,21,0,0,14
"11162",49.5,7.5,42,53,32,24,21,12,0,1,13
"11163",49.5,8.5,43,63,31,24,22,13,0,1,15
"11240",49.5,85.5,40,93,61,25,33,31,0,0,26
"11241",49.5,86.5,41,90,60,25,34,35,0,0,25
"11242",49.5,87.5,42,86,59,24,34,32,1,0,28
"11243",49.5,88.5,42,88,55,21,34,35,1,0,28
"11244",49.5,89.5,42,87,60,21,34,36,1,0,27
"11164",49.5,9.5,42,61,32,24,22,14,0,1,13
"11245",49.5,90.5,43,80,53,21,35,31,0,0,24
"11246",49.5,91.5,41,81,53,20,35,30,0,0,24
"11247",49.5,92.5,39,82,49,20,32,29,0,0,23
"11248",49.5,93.5,41,81,49,21,34,29,0,0,24
"11249",49.5,94.5,39,84,48,21,35,33,0,0,25
"11250",49.5,95.5,39,87,49,20,35,33,0,0,26
"4053",5.5,-0.5,170,139,43,70,28,20,34,7,21
"4052",5.5,-1.5,165,141,39,63,23,20,37,7,19
"4051",5.5,-2.5,146,140,37,58,22,20,38,7,13
"4050",5.5,-3.5,145,143,38,59,21,22,39,7,11
"4049",5.5,-4.5,145,149,39,59,22,23,39,8,14
"4048",5.5,-5.5,145,142,39,57,22,23,37,7,13
"4041",5.5,-53.5,235,138,71,104,37,18,73,29,22
"4040",5.5,-54.5,236,138,66,100,36,19,75,30,23
"4039",5.5,-55.5,239,136,67,99,36,19,78,30,25
"4038",5.5,-56.5,237,132,68,99,37,19,83,29,25
"4037",5.5,-57.5,236,122,68,96,34,19,89,29,25
"4035",5.5,-59.5,247,111,69,100,35,17,97,30,24
"4047",5.5,-6.5,145,132,37,60,22,25,35,8,12
"4034",5.5,-60.5,253,120,69,107,35,18,99,35,26
"4033",5.5,-61.5,265,122,60,114,36,18,101,38,22
"4032",5.5,-62.5,263,113,54,110,36,18,99,37,21
"4031",5.5,-63.5,242,107,50,103,33,18,93,36,22
"4030",5.5,-64.5,240,108,51,98,32,18,94,33,20
"4029",5.5,-65.5,247,111,52,104,30,18,93,33,19
"4028",5.5,-66.5,241,114,53,107,29,18,90,33,20
"4027",5.5,-67.5,220,118,57,110,32,20,87,26,23
"4026",5.5,-68.5,155,102,43,73,30,12,58,16,23
"4025",5.5,-69.5,142,94,40,66,31,12,53,14,23
"4046",5.5,-7.5,142,130,36,59,23,23,33,7,12
"4022",5.5,-72.5,202,129,63,95,36,17,77,38,30
"4021",5.5,-73.5,187,94,53,79,26,18,60,41,24
"4020",5.5,-74.5,160,101,60,83,28,17,67,24,18
"4019",5.5,-75.5,179,99,62,77,33,13,69,30,22
"4018",5.5,-76.5,188,110,57,83,28,16,84,28,15
"4045",5.5,-8.5,124,129,35,53,21,23,33,7,12
"4044",5.5,-9.5,114,131,37,51,21,22,32,7,12
