"lat","lon","IFd","GIn","HIn","IFr","Crn","Pln","Frg","Nct","Grn","Clst"
-0.5,-51.5,216,110,68,85,32,20,76,27,24,"5"
-0.5,-52.5,214,103,59,84,31,16,72,24,20,"5"
-0.5,-53.5,200,92,55,79,30,15,67,22,13,"5"
-0.5,-54.5,194,94,54,77,27,15,65,22,11,"4"
-0.5,-56.5,192,94,54,80,26,15,67,20,11,"4"
-0.5,-57.5,193,92,53,79,27,15,68,20,11,"5"
-0.5,-58.5,193,91,52,79,28,16,68,19,12,"4"
-0.5,-59.5,189,89,51,82,28,16,69,19,12,"4"
-0.5,-60.5,189,91,52,81,28,17,69,19,12,"4"
-0.5,-61.5,195,95,54,78,28,18,73,21,11,"5"
-0.5,-65.5,212,93,53,88,27,18,80,21,12,"5"
-0.5,-66.5,224,94,53,90,27,17,85,22,15,"5"
-0.5,-71.5,199,94,56,89,28,14,83,21,15,"5"
-0.5,-72.5,200,102,54,92,30,16,82,21,15,"5"
-0.5,-73.5,205,104,54,96,30,15,83,22,15,"5"
-0.5,-74.5,229,110,55,99,29,17,88,23,17,"5"
-0.5,-75.5,268,112,59,109,30,17,96,25,18,"5"
-0.5,-76.5,272,117,59,110,34,18,102,29,21,"5"
-0.5,-77.5,322,150,76,133,36,21,131,49,23,"5"
-0.5,-78.5,134,70,64,52,38,18,63,34,18,"4"
-0.5,-79.5,145,102,50,60,29,9,69,20,14,"4"
-0.5,10.5,133,119,34,59,17,20,39,8,11,"4"
-0.5,11.5,150,124,33,59,18,20,40,8,12,"4"
-0.5,12.5,153,123,31,57,18,21,41,8,11,"4"
-0.5,13.5,141,121,31,54,18,21,37,8,8,"4"
-0.5,15.5,131,111,29,49,18,22,34,8,7,"4"
-0.5,16.5,122,106,28,50,15,23,33,7,7,"2"
-0.5,17.5,128,105,30,55,14,24,36,8,15,"4"
-0.5,20.5,109,97,24,48,16,15,30,5,9,"3"
-0.5,21.5,111,97,24,50,17,15,29,5,9,"3"
-0.5,26.5,116,109,38,56,19,21,30,5,6,"3"
-0.5,27.5,140,126,39,60,19,22,31,7,10,"4"
-0.5,28.5,213,165,56,69,34,34,44,9,24,"5"
-0.5,29.5,260,199,84,81,46,45,48,18,50,"5"
-0.5,30.5,207,183,78,68,46,45,38,15,42,"2"
-0.5,31.5,168,165,68,57,46,41,26,13,40,"2"
-0.5,34.5,179,157,63,46,49,45,21,13,41,"2"
-0.5,35.5,204,179,74,62,57,60,28,13,52,"2"
-0.5,36.5,193,188,80,60,56,63,19,14,46,"2"
-0.5,37.5,188,184,81,61,57,56,21,13,48,"2"
-0.5,38.5,136,142,60,42,44,45,12,6,35,"2"
-0.5,39.5,101,115,43,35,32,32,6,6,23,"3"
-0.5,9.5,128,126,34,58,18,20,39,8,10,"4"
-1.5,-45.5,172,100,48,78,28,13,54,18,17,"4"
-1.5,-46.5,184,108,54,80,28,13,71,21,23,"4"
-1.5,-47.5,194,115,58,82,30,15,79,25,27,"5"
-1.5,-51.5,208,108,65,84,30,19,75,24,22,"5"
-1.5,-56.5,215,106,60,86,28,17,77,21,17,"5"
-1.5,-57.5,207,96,55,83,26,15,69,20,12,"5"
-1.5,-58.5,202,94,54,83,27,17,71,19,11,"5"
-1.5,-59.5,203,95,52,83,28,17,68,20,11,"5"
-1.5,-60.5,203,95,54,82,29,18,71,20,12,"5"
-1.5,-61.5,227,105,60,91,29,20,80,26,16,"5"
-1.5,-62.5,208,96,54,88,27,19,73,21,12,"5"
-1.5,-63.5,192,90,47,86,27,17,67,18,10,"5"
-1.5,-64.5,192,91,47,87,27,16,66,16,10,"5"
-1.5,-65.5,192,92,50,89,27,17,71,19,10,"5"
-1.5,-66.5,198,91,51,89,27,17,73,19,11,"5"
-1.5,-67.5,198,94,50,90,28,16,78,19,13,"5"
-1.5,-68.5,199,94,49,89,28,15,79,19,14,"5"
-1.5,-69.5,199,95,52,91,28,15,85,21,16,"5"
-1.5,-70.5,201,97,53,88,27,15,82,22,16,"5"
-1.5,-71.5,204,99,50,90,29,15,79,21,16,"5"
-1.5,-75.5,243,112,57,106,30,17,93,22,18,"5"
-1.5,-76.5,243,111,56,105,31,18,96,25,19,"5"
-1.5,-77.5,263,123,63,116,31,19,109,32,19,"5"
-1.5,-78.5,143,75,68,54,30,14,70,41,15,"4"
-1.5,-79.5,147,96,51,63,30,10,67,19,18,"4"
-1.5,-80.5,117,71,38,49,24,12,39,11,17,"3"
-1.5,10.5,135,122,33,53,20,21,38,8,15,"4"
-1.5,11.5,140,120,31,55,17,21,37,8,17,"4"
-1.5,12.5,131,115,30,52,16,19,37,7,10,"4"
-1.5,13.5,134,114,30,52,19,18,35,8,10,"4"
-1.5,14.5,134,112,29,45,19,20,35,7,12,"4"
-1.5,16.5,131,114,32,56,18,26,36,8,21,"4"
-1.5,17.5,121,106,29,52,17,21,39,7,9,"4"
-1.5,20.5,108,94,24,49,17,15,28,6,8,"3"
-1.5,21.5,107,96,25,49,17,15,27,6,8,"3"
-1.5,22.5,103,95,23,50,17,15,28,6,9,"3"
-1.5,27.5,127,122,36,56,20,22,31,6,9,"2"
-1.5,28.5,226,177,67,72,37,35,42,13,25,"5"
-1.5,29.5,233,197,82,79,47,41,39,18,49,"5"
-1.5,30.5,180,164,76,60,45,45,27,15,34,"2"
-1.5,31.5,144,148,68,48,44,40,19,12,26,"2"
-1.5,34.5,145,148,66,42,48,47,14,7,35,"2"
-1.5,35.5,186,163,75,56,59,58,23,11,46,"2"
-1.5,36.5,196,185,82,56,59,61,20,12,54,"2"
-1.5,37.5,179,171,74,58,56,53,19,11,52,"2"
-1.5,38.5,142,139,59,40,45,43,12,6,32,"2"
-1.5,39.5,114,122,39,35,36,38,8,6,17,"2"
-1.5,40.5,123,125,43,34,31,40,10,8,21,"2"
-1.5,41.5,107,123,36,36,31,30,5,7,14,"3"
-1.5,9.5,128,121,33,55,18,20,38,8,12,"4"
-10.5,-36.5,136,91,42,66,23,14,40,18,26,"4"
-10.5,-41.5,142,78,38,48,28,16,27,14,29,"4"
-10.5,-45.5,139,87,42,52,31,16,30,12,28,"4"
-10.5,-46.5,135,90,42,52,28,16,30,10,25,"4"
-10.5,-49.5,151,91,45,62,29,17,43,15,23,"4"
-10.5,-50.5,165,96,52,68,30,17,45,18,27,"4"
-10.5,-52.5,159,87,45,61,27,17,50,14,16,"4"
-10.5,-53.5,160,89,42,63,27,17,54,15,13,"4"
-10.5,-57.5,207,99,48,76,29,15,67,18,14,"5"
-10.5,-58.5,207,100,54,80,27,15,71,18,13,"5"
-10.5,-59.5,218,99,52,87,28,14,71,19,13,"5"
-10.5,-60.5,224,99,53,87,29,13,72,19,15,"5"
-10.5,-61.5,226,102,51,89,31,13,74,21,16,"5"
-10.5,-62.5,226,103,49,89,31,14,73,20,15,"5"
-10.5,-63.5,224,102,51,87,31,18,72,19,16,"5"
-10.5,-64.5,222,110,55,88,31,18,71,18,17,"5"
-10.5,-65.5,239,121,62,93,32,20,76,20,18,"5"
-10.5,-67.5,242,117,62,97,32,19,81,20,15,"5"
-10.5,-68.5,244,118,62,98,31,18,83,20,15,"5"
-10.5,-69.5,251,120,63,102,32,18,83,20,17,"5"
-10.5,-70.5,254,122,64,104,32,18,86,20,17,"5"
-10.5,-71.5,252,122,65,102,33,18,91,21,17,"5"
-10.5,-72.5,252,120,68,103,35,20,93,22,20,"5"
-10.5,-74.5,227,111,63,97,32,13,99,32,16,"5"
-10.5,-75.5,243,96,55,95,28,21,94,42,15,"5"
-10.5,-76.5,92,38,36,28,16,16,37,20,13,"3"
-10.5,-77.5,51,45,21,21,13,13,15,9,13,"1"
-10.5,14.5,113,113,50,39,36,24,22,8,28,"2"
-10.5,16.5,115,107,44,35,36,32,20,10,24,"3"
-10.5,17.5,114,102,44,33,34,30,22,10,16,"3"
-10.5,24.5,165,129,55,45,40,27,27,12,34,"2"
-10.5,27.5,162,131,60,41,41,34,23,11,33,"2"
-10.5,28.5,166,133,61,43,42,36,22,9,28,"2"
-10.5,29.5,168,131,60,43,41,34,21,9,36,"2"
-10.5,30.5,165,131,60,42,44,37,22,9,30,"2"
-10.5,31.5,165,138,60,49,45,36,21,10,34,"2"
-10.5,32.5,165,137,63,53,46,39,19,11,34,"2"
-10.5,33.5,181,149,69,57,47,40,22,13,42,"2"
-10.5,34.5,143,123,63,38,46,40,17,7,23,"2"
-10.5,35.5,137,118,54,34,46,34,14,11,32,"2"
-10.5,36.5,116,105,46,30,45,35,13,10,22,"3"
-10.5,37.5,108,95,44,28,42,35,12,7,10,"3"
-10.5,39.5,109,113,43,32,42,31,15,6,15,"3"
-10.5,40.5,83,105,43,35,43,28,14,6,10,"3"
-11.5,-41.5,143,80,37,51,28,16,30,16,29,"4"
-11.5,-49.5,142,92,44,58,28,19,40,15,23,"4"
-11.5,-50.5,156,100,49,67,30,19,46,17,27,"4"
-11.5,-57.5,188,96,48,75,29,17,61,16,15,"4"
-11.5,-58.5,199,95,55,77,28,19,63,17,16,"5"
-11.5,-59.5,206,100,53,80,29,18,65,16,16,"5"
-11.5,-60.5,213,101,52,85,30,16,66,17,18,"5"
-11.5,-61.5,213,101,49,85,30,18,70,19,18,"5"
-11.5,-62.5,204,103,53,83,32,18,66,18,17,"5"
-11.5,-63.5,197,107,54,78,31,19,65,17,16,"5"
-11.5,-64.5,208,113,55,80,32,20,66,16,20,"5"
-11.5,-65.5,217,118,64,82,33,20,69,17,21,"5"
-11.5,-67.5,235,119,57,94,33,21,78,20,19,"5"
-11.5,-68.5,249,121,68,98,33,22,86,20,18,"5"
-11.5,-70.5,253,122,65,105,35,21,91,21,18,"5"
-11.5,-71.5,253,122,72,108,35,20,94,22,19,"5"
-11.5,-72.5,243,119,72,107,36,21,99,22,18,"5"
-11.5,-73.5,240,116,70,107,34,16,98,32,18,"5"
-11.5,-74.5,229,93,54,93,29,17,91,36,15,"5"
-11.5,-75.5,161,61,41,58,22,16,59,32,17,"4"
-11.5,-76.5,76,45,25,26,18,15,24,13,15,"1"
-11.5,17.5,117,103,44,36,35,32,18,10,17,"3"
-11.5,18.5,108,100,39,33,36,32,15,7,12,"3"
-11.5,20.5,115,98,40,30,35,28,19,8,15,"3"
-11.5,21.5,126,105,46,28,35,28,17,9,18,"2"
-11.5,22.5,134,118,48,33,37,29,20,10,21,"2"
-11.5,23.5,147,126,54,42,39,28,24,11,30,"2"
-11.5,24.5,169,130,58,48,40,32,24,11,35,"2"
-11.5,25.5,168,128,56,47,39,34,22,11,35,"2"
-11.5,26.5,166,131,57,45,40,34,23,12,35,"2"
-11.5,27.5,168,134,61,45,41,38,22,10,38,"2"
-11.5,28.5,165,135,62,43,40,37,21,9,32,"2"
-11.5,29.5,164,134,61,44,42,37,21,8,33,"2"
-11.5,30.5,160,138,62,46,44,40,19,8,31,"2"
-11.5,31.5,164,141,61,50,44,41,22,10,28,"2"
-11.5,32.5,168,138,62,47,45,39,18,11,32,"2"
-11.5,33.5,165,140,65,53,45,39,15,12,42,"2"
-11.5,36.5,108,97,42,27,44,33,12,6,13,"3"
-11.5,37.5,98,89,42,28,43,35,12,6,9,"3"
-11.5,38.5,86,89,40,27,40,33,13,6,5,"3"
-12.5,-38.5,138,86,45,59,26,18,41,18,27,"4"
-12.5,-41.5,151,84,38,61,30,18,32,20,29,"4"
-12.5,-54.5,162,95,45,65,28,18,55,15,14,"4"
-12.5,-57.5,184,98,51,72,29,19,62,16,17,"4"
-12.5,-58.5,194,100,56,72,29,19,63,16,18,"4"
-12.5,-59.5,207,105,57,79,30,20,64,17,18,"5"
-12.5,-60.5,204,108,58,82,32,19,68,19,19,"5"
-12.5,-61.5,202,105,57,83,31,19,68,19,18,"5"
-12.5,-62.5,194,107,58,80,35,20,62,17,16,"4"
-12.5,-63.5,194,112,61,79,35,21,61,17,16,"4"
-12.5,-64.5,197,117,62,82,37,19,62,20,19,"5"
-12.5,-68.5,264,129,68,108,37,23,89,23,23,"5"
-12.5,-69.5,258,128,69,110,36,23,92,22,20,"5"
-12.5,-70.5,264,127,77,111,37,22,95,22,21,"5"
-12.5,-71.5,299,132,85,123,37,26,113,32,23,"5"
-12.5,-72.5,280,125,78,123,36,24,107,33,24,"5"
-12.5,-73.5,251,85,56,93,23,17,87,39,16,"5"
-12.5,-75.5,74,30,24,18,17,17,27,13,14,"1"
-12.5,-76.5,44,42,21,19,11,11,10,7,13,"6"
-12.5,13.5,81,104,45,27,35,27,17,6,26,"3"
-12.5,20.5,107,96,37,27,37,24,13,5,9,"3"
-12.5,21.5,120,103,42,29,38,26,14,6,13,"3"
-12.5,22.5,133,117,48,40,41,31,15,11,19,"2"
-12.5,23.5,144,125,57,43,41,33,18,11,26,"2"
-12.5,24.5,161,130,60,45,41,38,20,11,33,"2"
-12.5,25.5,159,127,60,46,41,38,19,12,32,"2"
-12.5,26.5,163,127,61,45,41,37,20,11,31,"2"
-12.5,27.5,165,130,61,48,40,37,20,10,37,"2"
-12.5,28.5,167,134,61,49,41,36,21,9,38,"2"
-12.5,29.5,163,136,64,45,43,39,19,9,37,"2"
-12.5,30.5,166,144,65,49,44,42,19,9,31,"2"
-12.5,31.5,167,142,62,47,44,40,17,11,32,"2"
-12.5,32.5,160,138,63,46,44,39,16,10,37,"2"
-12.5,33.5,160,139,63,49,45,38,17,11,39,"2"
-12.5,39.5,81,91,36,27,40,26,10,5,6,"3"
-13.5,-39.5,172,94,47,69,30,18,46,21,28,"4"
-13.5,-41.5,155,85,42,68,30,17,33,20,28,"4"
-13.5,-46.5,132,87,45,59,32,19,28,13,28,"4"
-13.5,-47.5,139,93,45,62,32,18,32,13,29,"4"
-13.5,-51.5,165,101,46,75,30,22,43,19,26,"4"
-13.5,-52.5,166,100,46,72,29,21,45,19,21,"4"
-13.5,-53.5,160,97,46,69,29,21,47,17,20,"4"
-13.5,-54.5,163,100,45,68,30,20,51,17,16,"4"
-13.5,-57.5,191,111,52,77,30,19,65,17,17,"4"
-13.5,-58.5,197,114,59,82,33,20,67,17,19,"5"
-13.5,-59.5,213,118,63,84,34,20,69,19,19,"5"
-13.5,-60.5,223,127,66,96,34,19,72,21,22,"5"
-13.5,-61.5,220,119,70,91,34,21,66,20,22,"5"
-13.5,-62.5,195,110,63,80,36,19,58,18,18,"4"
-13.5,-68.5,245,135,68,110,39,25,90,23,26,"5"
-13.5,-69.5,292,143,79,121,38,29,105,33,24,"5"
-13.5,-70.5,309,139,84,120,34,30,108,44,26,"5"
-13.5,-71.5,192,76,60,57,25,19,59,30,24,"4"
-13.5,-72.5,140,48,37,43,22,15,47,29,21,"4"
-13.5,-74.5,69,28,17,14,16,14,25,14,11,"6"
-13.5,22.5,132,125,55,42,43,34,14,8,31,"2"
-13.5,23.5,149,130,64,43,40,39,15,9,33,"2"
-13.5,24.5,154,133,60,44,42,40,15,9,34,"2"
-13.5,25.5,155,127,60,42,43,40,15,8,32,"2"
-13.5,26.5,153,133,61,42,44,40,15,9,32,"2"
-13.5,27.5,163,134,61,44,43,40,19,9,36,"2"
-13.5,28.5,165,140,63,47,43,36,17,10,39,"2"
-13.5,29.5,164,142,65,47,43,37,17,10,35,"2"
-13.5,30.5,163,146,61,51,45,41,15,11,33,"2"
-13.5,31.5,161,142,62,46,44,39,13,11,31,"2"
-13.5,32.5,157,141,61,46,45,37,14,10,35,"2"
-13.5,33.5,165,138,62,50,46,37,16,10,38,"2"
-13.5,34.5,149,131,63,47,45,34,16,11,37,"2"
-14.5,-41.5,144,85,43,62,29,17,35,17,28,"4"
-14.5,-44.5,146,87,45,59,31,20,22,15,29,"4"
-14.5,-45.5,137,89,46,58,32,19,24,15,27,"4"
-14.5,-46.5,135,89,45,64,32,21,25,14,28,"4"
-14.5,-47.5,138,92,45,67,33,20,31,14,27,"4"
-14.5,-51.5,161,104,46,70,31,22,41,20,28,"4"
-14.5,-52.5,167,107,47,73,31,21,43,20,28,"4"
-14.5,-53.5,168,106,46,75,33,21,45,21,27,"4"
-14.5,-54.5,173,110,51,78,32,20,47,20,23,"4"
-14.5,-55.5,184,113,51,83,32,21,53,21,26,"4"
-14.5,-56.5,202,123,56,87,33,21,63,24,28,"5"
-14.5,-57.5,200,122,58,86,35,21,65,24,26,"5"
-14.5,-58.5,207,125,63,87,35,21,68,23,24,"5"
-14.5,-59.5,216,126,65,90,35,21,69,23,26,"5"
-14.5,-60.5,231,131,68,100,37,21,73,25,25,"5"
-14.5,-61.5,180,116,61,87,34,22,58,22,22,"4"
-14.5,-65.5,199,123,59,93,38,21,67,22,28,"5"
-14.5,-66.5,219,132,61,99,36,20,81,22,30,"5"
-14.5,-67.5,236,135,65,109,36,22,83,23,29,"5"
-14.5,-68.5,270,138,66,118,35,29,96,37,31,"5"
-14.5,-69.5,180,77,60,63,25,30,63,31,23,"4"
-14.5,-72.5,63,24,18,11,13,16,21,7,7,"6"
-14.5,-73.5,56,23,18,10,12,15,17,8,11,"6"
-14.5,-74.5,48,29,17,13,14,14,11,9,14,"6"
-14.5,21.5,99,101,41,27,40,27,11,7,12,"3"
-14.5,22.5,118,124,56,33,44,35,14,8,28,"2"
-14.5,23.5,138,130,61,39,43,39,14,9,36,"2"
-14.5,24.5,140,131,61,39,44,39,12,9,28,"2"
-14.5,25.5,145,131,62,38,45,41,12,9,30,"2"
-14.5,26.5,150,135,62,40,45,41,13,9,33,"2"
-14.5,27.5,156,138,63,42,43,40,13,9,34,"2"
-14.5,28.5,156,142,63,43,43,38,13,10,37,"2"
-14.5,29.5,160,145,61,42,46,35,11,10,31,"2"
-14.5,30.5,151,136,56,43,45,38,12,11,30,"2"
-14.5,31.5,144,136,57,43,44,39,11,11,29,"2"
-14.5,32.5,144,130,59,44,44,32,11,10,30,"2"
-14.5,33.5,157,134,60,45,44,33,16,12,36,"2"
-14.5,34.5,172,139,64,48,46,33,20,13,45,"2"
-14.5,35.5,148,125,61,42,45,34,18,10,36,"2"
-14.5,37.5,93,97,39,28,42,26,9,7,8,"3"
-14.5,38.5,88,95,37,26,43,25,9,6,9,"3"
-14.5,39.5,89,93,36,24,40,26,10,5,8,"3"
-14.5,40.5,87,103,41,30,42,23,8,5,6,"3"
-15.5,-39.5,165,100,51,81,33,16,59,25,27,"4"
-15.5,-44.5,147,88,45,61,32,20,26,15,28,"4"
-15.5,-45.5,143,91,47,67,32,21,24,16,27,"4"
-15.5,-46.5,145,93,44,71,33,19,27,16,28,"4"
-15.5,-47.5,155,96,49,70,33,21,30,18,29,"4"
-15.5,-48.5,158,97,50,73,34,20,35,18,31,"4"
-15.5,-52.5,162,104,50,71,33,20,40,20,29,"4"
-15.5,-53.5,159,103,49,71,35,19,40,20,30,"4"
-15.5,-54.5,167,106,51,72,34,18,41,23,30,"4"
-15.5,-55.5,180,119,56,75,34,21,45,23,30,"4"
-15.5,-56.5,193,129,58,80,35,21,51,22,31,"4"
-15.5,-57.5,193,131,59,82,36,21,56,22,30,"4"
-15.5,-59.5,185,118,57,82,36,20,57,21,29,"4"
-15.5,-60.5,168,114,59,77,36,19,55,20,24,"4"
-15.5,-65.5,212,129,61,100,39,21,82,24,30,"5"
-15.5,-66.5,221,136,62,104,38,23,82,26,30,"5"
-15.5,-67.5,252,134,58,110,35,22,93,37,28,"5"
-15.5,-68.5,167,75,51,55,23,26,59,29,28,"4"
-15.5,-69.5,68,36,29,22,15,21,27,4,17,"1"
-15.5,-70.5,63,29,17,8,13,19,19,4,15,"6"
-15.5,-71.5,59,22,16,8,14,17,12,6,14,"6"
-15.5,-72.5,49,27,14,10,15,18,10,8,13,"6"
-15.5,-73.5,42,32,17,16,13,14,6,10,12,"6"
-15.5,12.5,56,92,43,20,27,20,6,4,30,"1"
-15.5,14.5,99,111,56,39,34,29,9,7,26,"3"
-15.5,15.5,93,101,54,36,37,25,7,6,18,"3"
-15.5,20.5,83,95,40,24,37,25,8,6,9,"3"
-15.5,21.5,90,100,43,25,40,29,9,7,12,"3"
-15.5,22.5,111,123,58,31,45,35,12,8,25,"2"
-15.5,23.5,123,128,63,39,44,39,11,8,29,"2"
-15.5,24.5,129,128,58,39,42,38,8,7,26,"2"
-15.5,25.5,137,135,59,38,45,40,9,9,31,"2"
-15.5,26.5,145,135,61,41,45,42,12,10,37,"2"
-15.5,27.5,154,139,61,44,42,41,12,9,43,"2"
-15.5,28.5,158,141,63,47,45,42,14,10,43,"2"
-15.5,29.5,157,142,65,43,45,39,12,10,37,"2"
-15.5,30.5,142,132,60,44,46,38,11,11,31,"2"
-15.5,34.5,172,138,63,50,46,35,21,11,43,"2"
-15.5,35.5,175,136,63,51,46,34,21,13,43,"2"
-16.5,-39.5,153,99,49,78,34,18,54,24,28,"4"
-16.5,-54.5,160,103,53,70,33,19,37,21,34,"4"
-16.5,-55.5,168,107,53,67,34,21,38,21,33,"4"
-16.5,-56.5,167,113,52,67,35,22,39,22,34,"4"
-16.5,-57.5,164,115,56,69,37,22,37,21,30,"4"
-16.5,-58.5,152,111,59,66,35,22,37,19,28,"4"
-16.5,-59.5,146,106,55,63,36,20,39,16,26,"4"
-16.5,-65.5,231,142,66,97,40,24,87,33,32,"5"
-16.5,-66.5,264,138,70,104,42,26,95,37,38,"5"
-16.5,-67.5,170,75,50,58,23,25,51,30,29,"4"
-16.5,-68.5,70,35,32,23,15,22,23,6,17,"1"
-16.5,-69.5,58,28,18,6,13,25,11,3,15,"6"
-16.5,-70.5,51,27,16,7,14,23,9,6,17,"6"
-16.5,-71.5,52,37,17,14,14,18,7,10,16,"6"
-16.5,12.5,57,87,35,23,28,23,4,4,27,"1"
-16.5,13.5,75,98,44,31,33,28,7,5,28,"3"
-16.5,15.5,89,98,54,30,36,24,6,5,22,"3"
-16.5,22.5,105,121,57,29,42,34,6,8,29,"3"
-16.5,23.5,116,126,63,37,45,40,8,7,32,"2"
-16.5,24.5,125,128,61,38,42,37,9,8,33,"2"
-16.5,25.5,131,132,58,38,45,39,9,8,39,"2"
-16.5,26.5,141,134,58,40,45,39,10,9,40,"2"
-16.5,27.5,152,139,61,45,43,41,11,10,42,"2"
-16.5,28.5,150,135,60,44,46,40,10,9,38,"2"
-16.5,29.5,154,134,60,41,48,37,8,8,31,"2"
-16.5,30.5,152,134,62,45,48,38,9,10,32,"2"
-16.5,31.5,153,132,59,44,45,35,10,9,34,"2"
-16.5,32.5,141,129,54,42,45,31,9,9,32,"2"
-16.5,33.5,129,122,54,42,44,36,13,8,22,"2"
-16.5,34.5,153,128,62,47,46,37,18,9,31,"2"
-16.5,35.5,164,131,63,47,46,35,19,9,39,"2"
-16.5,38.5,85,95,38,28,41,28,9,4,8,"3"
-17.5,-39.5,155,98,52,71,33,16,54,23,30,"4"
-17.5,-48.5,158,98,48,71,32,19,36,18,33,"4"
-17.5,-52.5,153,99,49,72,33,19,33,18,35,"4"
-17.5,-53.5,149,100,50,70,33,19,34,18,35,"4"
-17.5,-56.5,151,104,54,67,33,21,35,18,33,"4"
-17.5,-57.5,146,107,58,62,35,21,35,16,29,"4"
-17.5,-58.5,138,105,56,62,33,20,30,16,27,"4"
-17.5,-59.5,137,100,51,66,35,20,29,13,27,"4"
-17.5,-61.5,142,99,50,67,35,23,37,12,25,"4"
-17.5,-63.5,179,123,59,88,39,29,65,20,27,"4"
-17.5,-64.5,240,136,66,111,43,27,83,31,34,"5"
-17.5,-65.5,195,94,59,79,31,29,69,30,24,"5"
-17.5,-66.5,101,52,36,35,22,25,31,15,16,"3"
-17.5,-68.5,54,27,16,5,10,23,8,3,13,"6"
-17.5,-69.5,47,25,21,4,10,29,8,3,16,"6"
-17.5,12.5,48,86,33,19,27,26,4,3,36,"1"
-17.5,21.5,101,117,52,34,41,38,5,6,30,"3"
-17.5,22.5,105,125,61,37,41,38,6,7,29,"2"
-17.5,23.5,115,131,62,40,43,40,8,6,33,"2"
-17.5,24.5,124,135,65,43,44,45,10,6,36,"2"
-17.5,25.5,136,138,67,45,45,47,12,7,41,"2"
-17.5,26.5,146,139,60,44,46,40,9,8,38,"2"
-17.5,27.5,145,133,62,40,46,40,8,5,29,"2"
-17.5,28.5,142,129,59,38,49,35,7,6,24,"2"
-17.5,29.5,143,127,58,41,46,35,8,6,30,"2"
-17.5,30.5,151,140,61,44,47,34,9,9,34,"2"
-17.5,31.5,153,144,61,46,48,35,9,9,35,"2"
-17.5,32.5,153,139,60,46,47,35,11,8,31,"2"
-17.5,33.5,145,126,56,43,47,37,14,7,26,"2"
-17.5,34.5,139,122,56,39,45,38,14,7,19,"2"
-17.5,35.5,131,120,59,37,44,37,15,6,26,"2"
-17.5,36.5,104,111,53,32,42,30,10,6,21,"3"
-18.5,-40.5,182,101,52,79,38,19,59,28,31,"4"
-18.5,-45.5,153,96,52,80,33,19,36,19,33,"4"
-18.5,-52.5,149,98,47,73,34,18,32,19,35,"4"
-18.5,-53.5,146,99,47,69,34,20,32,16,35,"4"
-18.5,-57.5,144,102,54,68,35,21,33,14,31,"4"
-18.5,-58.5,135,98,50,60,35,18,28,12,28,"4"
-18.5,-59.5,129,94,50,59,33,20,24,11,27,"2"
-18.5,-60.5,126,95,48,61,33,21,24,10,24,"2"
-18.5,-61.5,122,97,46,58,33,21,27,8,21,"2"
-18.5,-62.5,131,101,47,61,34,24,36,7,18,"4"
-18.5,-63.5,149,99,50,74,34,25,34,12,18,"4"
-18.5,-64.5,145,71,42,56,27,17,33,13,21,"4"
-18.5,-65.5,87,45,26,27,18,25,20,7,13,"3"
-18.5,-68.5,44,23,13,2,10,22,5,2,12,"6"
-18.5,-69.5,37,29,20,8,11,25,4,4,14,"6"
-18.5,12.5,40,74,27,14,28,23,2,1,26,"1"
-18.5,14.5,64,99,41,19,34,28,4,4,35,"3"
-18.5,15.5,72,103,50,21,36,31,4,5,34,"3"
-18.5,16.5,76,108,51,26,41,29,5,5,37,"3"
-18.5,17.5,78,109,49,24,42,29,5,4,31,"3"
-18.5,18.5,79,100,48,24,39,30,4,5,27,"3"
-18.5,19.5,81,99,51,27,42,31,4,5,22,"3"
-18.5,20.5,93,110,53,32,41,33,5,6,32,"3"
-18.5,21.5,110,126,64,38,42,36,5,6,37,"2"
-18.5,22.5,116,130,63,38,43,37,6,6,37,"2"
-18.5,23.5,118,129,62,39,43,38,6,6,36,"2"
-18.5,24.5,120,129,60,38,41,39,6,6,38,"2"
-18.5,25.5,122,129,63,39,43,42,7,6,39,"2"
-18.5,26.5,132,132,64,42,46,39,6,6,34,"2"
-18.5,27.5,136,131,62,41,50,38,7,8,33,"2"
-18.5,28.5,135,127,65,39,46,36,8,8,30,"2"
-18.5,29.5,136,127,61,41,46,35,8,8,32,"2"
-18.5,30.5,145,137,62,45,47,33,9,9,33,"2"
-18.5,32.5,175,150,61,52,47,32,16,13,39,"2"
-18.5,33.5,152,133,60,45,48,38,17,7,28,"2"
-18.5,34.5,137,119,61,42,46,37,16,7,24,"2"
-18.5,35.5,118,118,57,40,44,36,14,7,24,"2"
-18.5,36.5,99,115,57,33,43,32,12,6,17,"3"
-19.5,-40.5,192,104,55,86,36,21,64,29,31,"5"
-19.5,-42.5,193,101,52,87,37,21,55,27,31,"4"
-19.5,-43.5,181,106,53,92,36,25,50,27,35,"4"
-19.5,-44.5,171,107,53,85,36,20,52,25,35,"4"
-19.5,-49.5,163,102,47,77,33,16,39,20,34,"4"
-19.5,-57.5,144,99,53,66,36,23,30,12,29,"4"
-19.5,-58.5,129,97,52,56,35,18,24,9,24,"2"
-19.5,-59.5,109,81,45,45,31,22,16,6,23,"3"
-19.5,-60.5,104,80,42,45,31,24,16,5,19,"3"
-19.5,-61.5,115,82,41,48,32,26,16,5,17,"3"
-19.5,-62.5,114,87,42,49,32,27,18,5,18,"3"
-19.5,-68.5,35,21,12,2,8,20,2,2,14,"6"
-19.5,-69.5,22,26,12,5,8,15,2,1,9,"6"
