"lat","lon","IFd","GIn","HIn","IFr","Crn","Pln","Frg","Nct","Grn","Clst"
41.5,56.5,31,36,29,15,22,12,0,0,12,"6"
41.5,57.5,31,37,32,16,22,14,0,0,11,"6"
41.5,58.5,34,41,37,15,23,11,0,0,13,"1"
41.5,59.5,36,50,37,17,26,11,0,0,15,"1"
41.5,69.5,56,69,53,21,34,19,1,0,27,"1"
41.5,70.5,54,68,62,20,31,19,1,0,30,"1"
41.5,71.5,52,69,59,21,29,21,1,0,31,"1"
41.5,72.5,55,69,58,22,30,20,1,0,31,"1"
41.5,73.5,51,69,54,21,32,21,1,0,28,"1"
41.5,74.5,50,71,55,22,31,20,1,0,27,"1"
41.5,75.5,50,69,54,21,28,18,1,0,27,"1"
41.5,76.5,47,67,53,21,27,18,1,0,27,"1"
41.5,77.5,45,62,52,21,28,19,1,0,25,"1"
41.5,78.5,44,62,53,20,29,21,1,0,25,"1"
42.5,-0.5,53,62,37,26,25,20,0,0,16,"1"
42.5,-1.5,55,73,36,26,27,18,0,0,16,"1"
42.5,-100.5,34,56,41,27,27,22,1,0,32,"1"
42.5,-103.5,39,53,41,27,29,24,1,0,29,"1"
42.5,-106.5,43,55,42,27,32,28,1,1,29,"1"
42.5,-107.5,40,53,43,24,31,28,1,1,27,"1"
42.5,-111.5,43,57,47,28,33,30,2,2,24,"1"
42.5,-114.5,44,51,47,27,29,26,1,1,24,"1"
42.5,-117.5,44,48,46,22,28,25,1,2,24,"1"
42.5,-121.5,47,54,53,27,32,33,2,2,24,"1"
42.5,-2.5,49,73,36,27,27,14,0,0,16,"1"
42.5,-3.5,46,65,34,25,26,15,0,0,15,"1"
42.5,-4.5,47,59,33,24,25,17,0,0,15,"1"
42.5,-5.5,46,63,34,25,26,17,0,0,17,"1"
42.5,-6.5,44,52,33,25,25,16,0,0,14,"1"
42.5,-71.5,39,69,45,26,23,16,1,1,19,"1"
42.5,-76.5,38,69,45,27,22,17,1,1,18,"1"
42.5,-79.5,35,66,46,29,21,14,1,1,18,"1"
42.5,-8.5,36,53,24,26,18,9,0,0,13,"1"
42.5,-80.5,37,67,47,28,24,13,1,1,21,"1"
42.5,-81.5,38,71,47,29,24,13,1,1,22,"1"
42.5,-82.5,37,69,45,28,24,12,1,1,22,"1"
42.5,-83.5,38,68,46,27,23,12,1,1,23,"1"
42.5,-91.5,36,66,47,28,26,17,1,1,26,"1"
42.5,0.5,49,57,36,25,23,18,0,0,16,"1"
42.5,1.5,50,56,35,27,25,16,0,0,16,"1"
42.5,104.5,22,28,27,8,15,17,0,0,13,"6"
42.5,105.5,23,28,27,9,15,17,0,0,13,"6"
42.5,106.5,24,28,30,9,14,18,0,0,13,"6"
42.5,107.5,23,28,31,9,14,20,0,0,13,"6"
42.5,108.5,24,29,30,9,13,19,0,0,13,"6"
42.5,109.5,24,30,30,10,14,17,0,0,14,"6"
42.5,11.5,50,65,33,26,21,9,0,1,14,"1"
42.5,12.5,50,64,33,26,23,11,0,1,14,"1"
42.5,127.5,52,68,40,17,26,16,1,0,18,"1"
42.5,128.5,54,70,38,17,27,15,1,0,17,"1"
42.5,13.5,48,62,28,27,22,15,0,1,15,"1"
42.5,130.5,59,75,39,24,29,15,1,0,18,"1"
42.5,18.5,53,67,38,26,23,16,0,1,19,"1"
42.5,19.5,56,69,37,25,29,20,0,1,19,"1"
42.5,2.5,57,72,38,28,27,16,0,0,14,"1"
42.5,20.5,50,64,33,24,27,20,0,1,17,"1"
42.5,21.5,54,65,37,24,30,19,0,1,18,"1"
42.5,22.5,53,58,37,23,33,16,0,1,18,"1"
42.5,23.5,53,57,38,23,35,18,0,1,18,"1"
42.5,24.5,54,61,40,24,32,17,0,1,18,"1"
42.5,25.5,54,62,40,24,33,17,0,1,18,"1"
42.5,26.5,54,61,42,24,32,15,0,1,15,"1"
42.5,42.5,58,78,53,25,32,17,0,0,18,"1"
42.5,43.5,61,78,53,26,34,20,0,0,18,"1"
42.5,44.5,60,74,52,27,33,21,0,0,19,"1"
42.5,45.5,56,73,52,25,32,19,0,0,18,"1"
42.5,46.5,56,72,52,26,31,22,0,0,20,"1"
42.5,47.5,50,71,52,29,31,19,0,0,19,"1"
42.5,54.5,29,29,26,15,21,12,0,0,10,"6"
42.5,70.5,52,71,60,21,32,22,1,0,30,"1"
42.5,71.5,52,68,61,22,34,22,1,0,30,"1"
42.5,72.5,49,69,64,22,32,23,1,0,30,"1"
42.5,73.5,50,70,65,23,33,21,1,0,28,"1"
42.5,74.5,50,74,64,22,35,22,1,0,28,"1"
42.5,75.5,50,72,61,23,35,23,1,0,27,"1"
42.5,76.5,45,71,56,23,34,23,1,0,27,"1"
42.5,77.5,44,71,56,23,32,23,1,0,27,"1"
42.5,78.5,43,66,55,22,32,23,1,0,26,"1"
42.5,79.5,42,67,55,20,32,27,1,0,26,"1"
42.5,96.5,18,27,26,6,14,19,0,0,15,"6"
42.5,97.5,17,26,26,6,11,17,0,0,14,"6"
42.5,98.5,19,27,26,6,13,18,0,0,14,"6"
42.5,99.5,19,28,24,6,11,18,0,0,13,"6"
43.5,-0.5,48,53,33,24,23,16,0,0,14,"1"
43.5,-1.5,52,65,37,30,25,15,0,0,13,"1"
43.5,-103.5,42,54,42,28,30,29,1,0,29,"1"
43.5,-111.5,40,52,45,28,34,32,1,1,23,"1"
43.5,-120.5,46,46,48,27,29,22,1,3,23,"1"
43.5,-121.5,50,51,52,27,34,30,2,3,24,"1"
43.5,-122.5,46,47,52,24,31,33,2,2,23,"1"
43.5,-5.5,41,58,29,28,21,17,0,0,13,"1"
43.5,-6.5,37,49,26,28,22,16,0,0,12,"1"
43.5,-7.5,34,55,28,26,19,11,0,0,11,"1"
43.5,-70.5,40,75,49,30,23,17,1,1,18,"1"
43.5,-76.5,36,68,46,28,22,16,1,1,18,"1"
43.5,-77.5,36,67,46,29,22,17,1,1,19,"1"
43.5,-78.5,36,65,46,29,22,16,1,1,19,"1"
43.5,-79.5,37,70,49,29,25,16,1,1,20,"1"
43.5,-80.5,37,70,47,28,25,15,1,1,20,"1"
43.5,-81.5,39,70,46,27,25,15,1,1,21,"1"
43.5,-91.5,36,66,49,28,27,18,1,1,26,"1"
43.5,-98.5,36,58,43,27,28,19,1,1,31,"1"
43.5,0.5,45,44,32,25,19,13,0,1,14,"1"
43.5,1.5,48,51,34,26,20,12,0,1,15,"1"
43.5,10.5,50,66,33,27,18,11,0,1,13,"1"
43.5,100.5,21,28,25,5,14,21,0,0,14,"6"
43.5,101.5,20,29,26,6,17,19,0,0,15,"6"
43.5,102.5,20,28,29,7,17,18,0,0,14,"6"
43.5,103.5,21,30,30,8,16,18,0,0,14,"6"
43.5,104.5,21,30,30,9,16,17,0,0,14,"6"
43.5,108.5,22,29,26,9,14,16,0,0,13,"6"
43.5,109.5,23,27,29,9,14,16,0,0,13,"6"
43.5,11.5,49,56,28,22,20,12,0,1,15,"1"
43.5,115.5,32,38,28,13,19,24,0,0,18,"6"
43.5,116.5,33,43,31,14,18,23,0,0,22,"1"
43.5,12.5,51,57,26,24,22,11,0,1,14,"1"
43.5,13.5,48,56,30,26,18,8,0,1,13,"1"
43.5,131.5,59,73,40,20,32,15,2,0,20,"1"
43.5,132.5,60,75,39,20,32,15,2,0,21,"1"
43.5,133.5,59,73,39,19,29,16,2,0,21,"1"
43.5,134.5,58,68,37,20,29,17,2,0,18,"1"
43.5,17.5,57,66,38,27,27,19,0,1,19,"1"
43.5,18.5,52,52,33,23,24,18,0,1,18,"1"
43.5,19.5,50,49,31,24,29,18,0,1,17,"1"
43.5,2.5,48,55,35,27,22,13,0,1,15,"1"
43.5,20.5,50,50,33,24,31,14,0,1,16,"1"
43.5,21.5,54,55,35,24,30,13,0,1,16,"1"
43.5,22.5,53,58,37,25,31,14,0,1,18,"1"
43.5,23.5,53,64,40,25,32,14,0,1,16,"1"
43.5,24.5,52,56,39,26,33,15,0,1,14,"1"
43.5,25.5,53,63,41,25,34,17,0,1,15,"1"
43.5,26.5,51,56,40,25,34,14,0,1,14,"1"
43.5,27.5,51,63,44,23,33,16,0,1,16,"1"
43.5,28.5,48,68,45,27,29,18,0,1,14,"1"
43.5,3.5,51,67,43,29,22,13,0,0,14,"1"
43.5,4.5,51,70,42,27,21,14,0,0,14,"1"
43.5,40.5,54,71,49,26,32,19,0,0,18,"1"
43.5,41.5,57,70,53,28,34,19,0,0,19,"1"
43.5,42.5,55,69,53,27,34,20,0,0,20,"1"
43.5,43.5,55,68,50,29,34,23,0,0,18,"1"
43.5,44.5,51,70,50,26,35,23,0,0,18,"1"
43.5,46.5,48,68,53,24,32,21,0,0,18,"1"
43.5,47.5,42,60,51,21,31,16,0,0,13,"1"
43.5,5.5,54,67,37,28,23,12,0,1,14,"1"
43.5,51.5,29,32,24,16,21,11,0,0,8,"6"
43.5,54.5,28,31,25,13,21,12,0,0,11,"6"
43.5,6.5,50,65,37,27,22,14,0,1,15,"1"
43.5,77.5,48,79,71,22,38,31,1,0,29,"1"
43.5,78.5,44,73,67,22,38,32,1,0,30,"1"
43.5,79.5,44,70,60,21,34,31,1,0,30,"1"
43.5,95.5,19,30,27,7,15,18,0,0,15,"6"
43.5,96.5,21,28,24,7,17,19,0,0,13,"6"
43.5,97.5,19,27,23,8,14,20,0,0,13,"6"
43.5,98.5,21,30,23,8,14,20,0,0,13,"6"
43.5,99.5,22,29,25,6,13,20,0,0,13,"6"
44.5,-0.5,45,54,31,26,23,12,0,0,12,"1"
44.5,-103.5,40,52,40,30,29,26,1,0,28,"1"
44.5,-104.5,37,52,43,27,29,26,1,0,28,"1"
44.5,-109.5,40,48,45,28,34,34,1,0,27,"1"
44.5,-110.5,39,50,45,27,35,37,1,0,23,"1"
44.5,-111.5,37,52,42,27,36,36,1,2,22,"1"
44.5,-112.5,40,50,45,26,35,32,1,2,23,"1"
44.5,-116.5,46,54,50,27,34,32,1,2,22,"1"
44.5,-119.5,44,54,48,24,30,25,1,2,20,"1"
44.5,-120.5,45,48,47,23,30,22,1,3,24,"1"
44.5,-121.5,45,48,54,25,33,29,1,3,25,"1"
44.5,-122.5,42,47,50,21,31,32,1,2,20,"1"
44.5,-123.5,46,54,44,21,29,29,1,2,16,"1"
44.5,-64.5,29,57,40,25,19,11,1,1,16,"1"
44.5,-65.5,29,56,39,25,19,11,1,1,15,"1"
44.5,-68.5,35,73,44,29,24,15,1,1,17,"1"
44.5,-70.5,34,61,42,26,25,16,1,1,17,"1"
44.5,-74.5,36,65,45,25,24,16,1,1,18,"1"
44.5,-75.5,37,66,46,26,26,15,1,1,19,"1"
44.5,-76.5,37,66,45,24,28,16,1,1,19,"1"
44.5,-77.5,36,66,46,24,28,16,1,1,20,"1"
44.5,-78.5,38,66,42,26,29,16,1,1,21,"1"
44.5,-79.5,38,66,45,27,30,16,1,1,21,"1"
44.5,-80.5,37,68,43,28,27,15,1,1,20,"1"
44.5,-81.5,37,66,41,28,26,14,1,1,20,"1"
44.5,-83.5,34,68,45,28,24,14,1,1,21,"1"
44.5,-85.5,33,66,45,26,24,15,1,1,21,"1"
44.5,-91.5,36,69,50,27,26,18,1,1,25,"1"
44.5,-96.5,35,57,45,27,25,16,1,1,26,"1"
44.5,-97.5,35,61,43,26,27,18,1,1,28,"1"
44.5,-98.5,33,57,41,26,28,18,1,1,30,"1"
44.5,0.5,46,52,29,26,21,11,0,1,15,"1"
44.5,1.5,50,51,31,25,21,11,0,1,15,"1"
44.5,10.5,47,63,31,25,19,13,0,1,13,"1"
44.5,100.5,20,38,30,9,17,24,0,0,15,"6"
44.5,101.5,20,39,28,9,17,23,0,0,15,"6"
44.5,102.5,20,37,29,10,18,20,0,0,16,"6"
44.5,103.5,20,35,28,10,18,19,0,0,16,"6"
44.5,106.5,21,29,23,11,16,15,0,0,13,"6"
44.5,107.5,21,29,26,9,16,15,0,0,13,"6"
44.5,11.5,49,67,34,24,19,12,0,1,12,"1"
44.5,115.5,29,34,24,11,17,19,0,0,16,"6"
44.5,116.5,31,40,28,13,18,22,0,0,16,"6"
44.5,122.5,38,55,34,17,21,12,0,0,20,"1"
44.5,131.5,60,77,43,17,33,15,2,0,20,"1"
44.5,132.5,60,79,42,18,33,15,2,0,22,"1"
44.5,133.5,60,78,40,17,33,15,2,0,21,"1"
44.5,134.5,60,72,39,18,29,17,2,0,19,"1"
44.5,135.5,56,67,37,21,28,16,2,0,16,"1"
44.5,15.5,53,72,39,26,29,16,0,1,18,"1"
44.5,16.5,52,53,32,25,26,19,0,1,16,"1"
44.5,18.5,50,54,37,24,31,18,0,1,14,"1"
44.5,19.5,49,60,37,24,30,18,0,1,15,"1"
44.5,2.5,49,51,31,24,21,15,0,1,13,"1"
44.5,20.5,50,57,42,25,31,14,0,1,15,"1"
44.5,21.5,52,63,39,26,32,14,0,1,15,"1"
44.5,22.5,53,65,40,26,33,17,0,1,17,"1"
44.5,23.5,52,62,35,26,31,13,0,1,15,"1"
44.5,24.5,43,56,33,26,30,13,0,1,13,"1"
44.5,25.5,44,63,40,24,28,13,0,1,14,"1"
44.5,26.5,51,71,47,25,32,17,0,1,14,"1"
44.5,27.5,54,76,48,26,31,18,0,1,14,"1"
44.5,28.5,51,77,47,22,31,19,0,0,14,"1"
44.5,3.5,50,56,31,27,22,15,0,1,15,"1"
44.5,38.5,49,71,48,24,27,15,0,0,15,"1"
44.5,39.5,55,70,50,26,30,20,0,0,18,"1"
44.5,4.5,52,66,36,27,21,15,0,1,16,"1"
44.5,40.5,54,70,50,26,33,18,0,0,17,"1"
44.5,41.5,52,71,51,27,33,19,0,0,16,"1"
44.5,42.5,52,70,48,26,34,19,0,0,17,"1"
44.5,43.5,44,63,51,23,30,21,0,0,17,"1"
44.5,44.5,40,63,50,23,29,19,0,0,15,"1"
44.5,45.5,35,56,48,23,28,17,0,0,13,"1"
44.5,46.5,36,55,44,21,29,18,0,0,13,"1"
44.5,5.5,50,67,40,26,23,17,0,1,16,"1"
44.5,50.5,29,32,25,15,21,11,0,0,8,"6"
44.5,51.5,30,31,25,16,21,11,0,0,8,"6"
44.5,6.5,50,62,36,25,22,19,0,1,14,"1"
44.5,7.5,50,57,31,22,24,18,0,1,13,"1"
44.5,71.5,37,54,41,16,27,18,0,0,21,"1"
44.5,72.5,35,55,46,17,27,20,0,0,24,"1"
44.5,73.5,36,55,50,17,27,19,1,0,23,"1"
44.5,74.5,35,62,51,18,28,21,1,0,25,"1"
44.5,75.5,36,62,56,18,28,21,1,0,22,"1"
44.5,78.5,43,72,66,21,34,28,1,0,28,"1"
44.5,79.5,43,77,67,21,35,26,1,0,27,"1"
44.5,8.5,48,66,35,28,21,11,0,1,14,"1"
44.5,80.5,43,72,64,22,33,29,1,0,25,"1"
44.5,9.5,46,56,27,26,19,10,0,1,14,"1"
44.5,92.5,21,34,31,9,17,24,0,0,16,"6"
44.5,93.5,23,35,30,9,16,26,0,0,16,"6"
44.5,94.5,22,31,31,10,15,27,0,0,16,"6"
44.5,95.5,23,35,28,9,17,25,0,0,17,"6"
44.5,96.5,23,34,26,9,15,21,0,0,17,"6"
44.5,97.5,22,36,28,9,17,21,0,0,16,"6"
44.5,99.5,21,37,32,9,16,24,0,0,14,"6"
45.5,-0.5,45,60,32,27,22,12,0,1,13,"1"
45.5,-109.5,38,53,48,26,31,33,1,0,27,"1"
45.5,-110.5,40,51,47,26,34,37,1,0,24,"1"
45.5,-111.5,41,49,47,27,34,35,1,1,24,"1"
45.5,-123.5,47,48,41,22,26,31,1,2,17,"1"
45.5,-61.5,28,54,37,22,21,12,1,1,17,"1"
45.5,-62.5,29,62,41,25,20,12,1,1,16,"1"
45.5,-63.5,29,59,40,23,19,11,1,1,17,"1"
45.5,-64.5,31,68,42,28,20,11,1,1,17,"1"
45.5,-65.5,31,69,42,28,20,13,1,1,17,"1"
45.5,-66.5,31,65,41,23,22,15,1,1,17,"1"
45.5,-67.5,33,64,40,23,24,14,1,1,17,"1"
45.5,-70.5,32,52,40,25,25,15,1,1,17,"1"
45.5,-71.5,34,58,41,25,24,15,1,1,17,"1"
45.5,-72.5,35,64,42,25,25,14,1,1,17,"1"
45.5,-73.5,37,65,42,25,27,16,1,1,17,"1"
45.5,-74.5,37,64,42,24,29,16,1,1,19,"1"
45.5,-75.5,36,65,42,24,29,15,1,1,19,"1"
45.5,-76.5,36,64,42,25,29,15,1,1,19,"1"
45.5,-77.5,35,65,41,25,30,16,1,1,19,"1"
45.5,-78.5,34,66,41,25,30,15,1,1,20,"1"
45.5,-79.5,33,68,40,23,30,14,1,1,20,"1"
45.5,-80.5,33,66,38,24,30,14,1,1,19,"1"
45.5,-84.5,33,67,45,28,27,15,1,1,21,"1"
45.5,-97.5,34,59,44,26,28,15,1,1,29,"1"
45.5,-98.5,35,55,43,25,29,18,1,1,29,"1"
45.5,-99.5,34,53,42,25,30,18,1,1,30,"1"
45.5,0.5,44,56,32,24,21,12,0,1,14,"1"
45.5,1.5,43,47,33,24,20,13,0,1,15,"1"
45.5,10.5,54,73,40,25,19,20,0,1,14,"1"
45.5,100.5,19,44,32,11,20,26,0,0,17,"6"
45.5,101.5,19,40,31,11,20,25,0,0,17,"6"
45.5,108.5,22,29,25,12,19,19,0,0,14,"6"
45.5,11.5,52,67,36,25,19,18,0,1,14,"1"
45.5,115.5,28,37,23,11,18,14,0,0,14,"6"
45.5,116.5,28,41,25,12,20,17,0,0,15,"6"
45.5,122.5,38,58,32,17,20,17,0,0,19,"1"
45.5,131.5,57,80,37,17,30,19,1,0,20,"1"
45.5,132.5,58,76,36,18,30,20,1,0,21,"1"
45.5,133.5,59,79,41,17,32,19,2,0,20,"1"
45.5,134.5,60,76,40,18,32,20,2,0,19,"1"
45.5,135.5,52,69,40,18,27,19,2,0,18,"1"
45.5,136.5,51,67,37,20,27,19,1,0,15,"1"
45.5,14.5,53,67,37,26,27,17,0,1,17,"1"
45.5,15.5,51,59,37,24,28,20,0,1,15,"1"
45.5,16.5,54,60,37,24,27,17,0,1,14,"1"
45.5,17.5,49,56,38,25,27,13,0,1,13,"1"
45.5,18.5,48,58,41,26,31,14,0,1,13,"1"
45.5,19.5,51,58,42,26,30,16,0,1,13,"1"
45.5,2.5,44,52,33,22,21,15,0,1,15,"1"
45.5,20.5,51,58,43,25,29,16,0,1,13,"1"
45.5,21.5,49,58,38,23,32,14,0,1,13,"1"
45.5,22.5,52,58,37,25,32,18,0,1,16,"1"
45.5,23.5,52,60,37,25,30,16,0,1,15,"1"
45.5,24.5,50,65,38,25,29,19,0,1,17,"1"
45.5,25.5,49,59,38,26,30,18,0,1,16,"1"
45.5,26.5,47,62,40,26,29,19,0,1,13,"1"
45.5,27.5,46,68,43,25,29,18,0,1,13,"1"
45.5,28.5,49,80,50,27,33,19,0,1,13,"1"
45.5,29.5,48,81,51,25,33,17,0,0,14,"1"
45.5,3.5,46,59,33,24,21,13,0,1,15,"1"
45.5,33.5,45,61,51,23,26,11,0,0,15,"1"
45.5,34.5,45,67,52,23,26,14,0,0,15,"1"
45.5,38.5,46,68,51,23,28,16,0,0,14,"1"
45.5,39.5,45,64,48,25,30,16,0,0,15,"1"
45.5,4.5,50,67,36,25,23,16,0,1,15,"1"
45.5,40.5,44,67,46,25,30,16,0,0,14,"1"
45.5,41.5,41,62,47,26,31,18,0,0,14,"1"
45.5,42.5,35,57,49,24,29,18,0,0,14,"1"
45.5,43.5,32,57,45,24,29,16,0,0,14,"1"
45.5,44.5,30,52,47,23,29,15,0,0,13,"1"
45.5,45.5,26,53,46,21,28,15,0,0,12,"1"
45.5,46.5,27,53,43,20,29,16,0,0,12,"1"
45.5,47.5,29,57,44,19,29,16,0,0,14,"1"
45.5,5.5,54,69,39,24,25,18,0,1,17,"1"
45.5,51.5,27,31,24,14,21,9,0,0,8,"6"
45.5,59.5,14,22,16,7,9,12,0,0,5,"6"
45.5,6.5,51,60,34,26,23,22,0,1,16,"1"
45.5,60.5,16,26,16,9,14,12,0,0,5,"6"
45.5,7.5,52,57,32,23,23,19,0,1,14,"1"
45.5,74.5,31,50,47,17,26,15,0,0,19,"1"
45.5,75.5,33,51,48,17,27,17,0,0,20,"1"
45.5,8.5,51,68,41,25,22,17,0,1,15,"1"
45.5,80.5,40,75,65,21,33,31,1,0,28,"1"
45.5,81.5,40,76,64,20,32,29,1,0,27,"1"
45.5,82.5,40,73,55,20,33,29,0,0,26,"1"
45.5,9.5,52,69,38,25,21,18,0,1,14,"1"
45.5,90.5,23,37,39,10,21,26,0,0,15,"6"
45.5,91.5,22,38,36,10,20,27,0,0,16,"6"
45.5,92.5,22,41,36,11,20,27,0,0,17,"6"
45.5,93.5,24,40,35,12,20,27,0,0,17,"6"
45.5,94.5,24,42,36,11,20,28,0,0,18,"6"
45.5,95.5,24,42,35,10,20,26,0,0,19,"6"
45.5,96.5,23,42,35,10,19,24,0,0,19,"6"
45.5,98.5,20,43,33,10,19,23,0,0,17,"6"
45.5,99.5,19,46,31,11,19,24,0,0,17,"6"
46.5,-0.5,41,57,33,26,22,12,0,1,14,"1"
46.5,-1.5,41,70,33,30,21,11,0,1,14,"1"
46.5,-100.5,32,56,42,25,29,19,1,0,30,"1"
46.5,-111.5,43,52,46,24,33,33,1,1,26,"1"
46.5,-112.5,43,51,49,25,32,33,1,1,23,"1"
46.5,-113.5,42,49,45,25,32,31,1,1,22,"1"
46.5,-119.5,41,49,50,18,30,25,1,3,21,"1"
46.5,-120.5,43,52,53,16,32,28,1,3,21,"1"
46.5,-122.5,42,46,47,22,26,27,1,2,17,"1"
46.5,-123.5,45,46,42,23,24,25,1,2,14,"1"
46.5,-63.5,27,55,40,23,19,11,1,1,16,"1"
46.5,-65.5,29,56,39,23,21,14,1,1,15,"1"
46.5,-66.5,28,53,37,23,23,14,1,1,15,"1"
46.5,-67.5,28,49,36,23,26,13,1,1,17,"1"
46.5,-68.5,28,50,37,23,25,13,1,1,16,"1"
46.5,-70.5,31,56,38,24,26,13,1,1,17,"1"
46.5,-71.5,32,62,39,24,29,13,1,1,17,"1"
46.5,-72.5,32,59,39,23,28,13,1,1,17,"1"
46.5,-73.5,32,59,38,24,28,14,1,1,17,"1"
46.5,-74.5,31,54,38,21,28,14,1,1,17,"1"
46.5,-75.5,31,55,38,20,28,14,1,1,18,"1"
46.5,-76.5,29,56,37,20,29,14,1,1,18,"1"
46.5,-77.5,29,59,37,21,29,14,1,1,17,"1"
46.5,-78.5,30,61,36,22,30,14,1,1,16,"1"
46.5,-79.5,30,60,37,22,30,15,1,1,17,"1"
46.5,-80.5,30,62,38,22,31,15,1,1,18,"1"
46.5,-81.5,32,63,39,23,31,14,1,1,19,"1"
46.5,-82.5,33,63,39,23,31,14,1,1,19,"1"
46.5,-83.5,33,63,43,24,31,16,1,1,19,"1"
46.5,-84.5,33,70,44,27,31,16,1,1,20,"1"
46.5,-85.5,31,66,44,27,29,14,1,1,21,"1"
46.5,-86.5,32,67,43,27,28,15,1,1,21,"1"
46.5,-87.5,32,66,43,26,28,14,1,1,21,"1"
46.5,-88.5,32,67,42,25,29,13,1,1,21,"1"
46.5,-97.5,34,62,46,28,27,18,1,1,30,"1"
46.5,-99.5,34,53,43,25,29,18,1,1,30,"1"
46.5,0.5,44,57,35,24,20,12,0,1,14,"1"
46.5,1.5,45,58,35,24,22,13,0,1,15,"1"
46.5,10.5,48,51,31,20,21,21,0,1,13,"1"
46.5,100.5,25,50,34,11,21,26,0,0,20,"1"
46.5,101.5,24,51,35,10,21,24,0,0,18,"1"
46.5,102.5,23,51,32,9,21,24,0,0,18,"6"
46.5,11.5,48,57,35,21,23,22,0,1,13,"1"
46.5,116.5,27,43,22,12,21,13,0,0,14,"6"
46.5,117.5,30,47,27,13,23,17,0,0,16,"6"
46.5,118.5,32,48,27,14,22,19,0,0,17,"1"
46.5,119.5,32,50,31,13,23,20,0,0,19,"1"
46.5,12.5,47,58,35,19,25,20,0,1,13,"1"
46.5,123.5,40,60,35,17,25,19,1,0,20,"1"
46.5,124.5,41,61,31,17,27,18,1,0,21,"1"
46.5,13.5,49,60,37,23,26,19,0,1,14,"1"
46.5,136.5,50,67,38,17,27,18,1,0,16,"1"
46.5,137.5,48,64,37,18,27,17,1,0,15,"1"
46.5,14.5,51,61,38,23,26,18,0,1,16,"1"
46.5,15.5,52,57,35,24,24,18,0,1,15,"1"
46.5,16.5,56,61,37,25,24,16,0,1,13,"1"
46.5,17.5,54,62,37,26,27,16,0,1,13,"1"
46.5,18.5,53,66,39,27,30,16,0,1,13,"1"
46.5,19.5,52,59,40,27,30,15,0,1,12,"1"
46.5,2.5,45,61,35,23,23,16,0,1,15,"1"
46.5,20.5,49,64,40,25,29,15,0,1,12,"1"
46.5,21.5,50,61,38,25,28,17,0,1,13,"1"
46.5,22.5,52,61,38,24,26,18,0,1,12,"1"
46.5,23.5,54,65,39,26,29,17,0,1,15,"1"
46.5,24.5,51,68,41,26,31,20,0,1,14,"1"
46.5,25.5,49,63,39,26,30,18,0,1,14,"1"
46.5,26.5,47,63,38,26,29,18,0,1,14,"1"
46.5,27.5,44,62,39,24,29,14,0,1,12,"1"
46.5,28.5,47,73,47,25,30,12,0,1,13,"1"
46.5,29.5,46,75,48,26,31,13,0,1,15,"1"
46.5,3.5,45,64,34,24,22,14,0,1,15,"1"
46.5,30.5,45,73,49,26,32,15,0,0,14,"1"
46.5,32.5,41,67,51,22,29,18,0,0,13,"1"
46.5,33.5,40,63,52,24,28,21,0,0,13,"1"
46.5,34.5,36,61,51,21,28,17,0,0,13,"1"
46.5,35.5,36,62,48,22,27,14,0,0,13,"1"
46.5,38.5,37,58,46,22,29,14,0,0,13,"1"
46.5,39.5,37,57,46,24,29,15,0,0,14,"1"
46.5,4.5,43,63,33,24,21,12,0,1,15,"1"
46.5,40.5,34,59,47,23,28,15,0,0,13,"1"
46.5,41.5,36,56,47,23,29,18,0,0,13,"1"
46.5,42.5,32,55,46,23,30,17,0,0,13,"1"
46.5,43.5,29,51,47,24,30,16,0,0,13,"1"
46.5,44.5,27,49,46,22,30,16,0,0,13,"1"
46.5,45.5,26,51,46,20,28,16,0,0,13,"1"
46.5,46.5,30,55,46,19,29,17,0,0,12,"1"
46.5,47.5,32,60,45,19,29,15,0,0,14,"1"
46.5,48.5,31,60,47,20,29,17,0,0,16,"1"
46.5,49.5,31,58,46,20,28,15,0,0,15,"1"
46.5,5.5,51,62,38,23,23,14,0,1,16,"1"
46.5,6.5,52,62,38,23,25,18,0,1,16,"1"
46.5,7.5,48,60,34,22,25,19,0,1,13,"1"
46.5,74.5,26,47,44,16,24,18,0,0,18,"1"
46.5,75.5,29,49,46,14,24,19,0,0,19,"1"
46.5,76.5,30,52,47,14,25,18,0,0,16,"1"
46.5,77.5,30,54,48,14,26,19,0,0,16,"1"
46.5,78.5,31,55,50,14,26,23,0,0,18,"1"
46.5,8.5,45,49,32,19,20,20,0,1,9,"1"
46.5,9.5,47,48,31,20,20,19,0,1,13,"1"
46.5,94.5,25,50,40,14,24,24,0,0,21,"1"
46.5,95.5,23,50,38,13,23,25,0,0,19,"1"
46.5,96.5,25,49,36,13,21,27,0,0,20,"1"
46.5,99.5,24,53,35,12,24,26,0,0,20,"1"
47.5,-0.5,43,60,37,26,19,12,0,1,14,"1"
47.5,-1.5,44,76,35,27,19,13,0,1,13,"1"
47.5,-100.5,34,56,43,24,28,20,1,0,30,"1"
47.5,-101.5,33,57,41,24,27,22,1,0,31,"1"
47.5,-111.5,41,52,48,24,31,29,1,1,25,"1"
47.5,-113.5,43,57,46,23,33,29,1,1,21,"1"
47.5,-114.5,42,50,45,25,34,27,1,2,21,"1"
47.5,-115.5,41,44,44,25,34,25,1,2,19,"1"
47.5,-116.5,39,49,48,24,36,25,1,2,20,"1"
47.5,-123.5,44,43,41,22,25,21,1,2,15,"1"
